,User,Trial,Gesture Frequency,Self-Claimed Level,GRS,Volume of Motion,80% Volume of Motion,Time to Completion,Economy of Motion
82,E,5,2,E,19,0.6593207810445761,0.2113203728203316,3.1333333333333333,3.7188313357430416
83,E,5,3,E,19,0.004943119776164821,0.6144404005942874,1.5,2.1899836931264502
84,E,5,4,E,19,0.20078194467200142,0.07246217244901472,1.8666666666666667,2.5843005419084757
85,F,1,1,I,24,0.34989274756973515,0.33096260029291996,2.6,3.1061654538804584
86,F,1,2,I,24,0.44861966711874846,1.2239598198249655,2.6333333333333333,3.149365052657636
87,F,1,3,I,24,0.11952440503889601,0.7674047584329642,3.5,4.1550676331521785
88,F,1,4,I,24,2.389262140892777,3.1610017961353907,6.766666666666667,7.967746561327157
89,F,2,1,I,26,0.05896107879862459,0.3487132014893417,1.9333333333333333,2.231568192997635
90,F,2,2,I,26,0.9146881411290367,0.01531344503231873,2.6666666666666665,3.625955836863995
91,F,2,3,I,26,2.9465001439242093,4.7596812420519345,2.8333333333333335,5.30622653689073
92,F,2,4,I,26,2.073330262508046,0.07455317236122384,3.1333333333333333,3.5072869026743385
93,F,3,1,I,29,0.0373249612742565,1.523191228285871,1.7,1.6625714243873033
94,F,3,2,I,29,4.947472891283911,0.1958301264891194,1.8333333333333333,3.668548398069769
95,F,3,3,I,29,0.7440752937361486,0.24284645042329217,3.0,4.043340999823946
96,F,3,4,I,29,0.0160975056957303,0.013217983016068184,3.7666666666666666,4.622757999902506
97,F,4,1,I,24,0.008611010417617911,0.0379066023991302,2.7333333333333334,3.1167500899850062
98,F,4,2,I,24,0.12472965699897925,0.007582479963433513,2.6,3.405516074346558
99,F,4,3,I,24,0.25958266726259915,0.6336681954446698,2.7,2.8980323652791156
100,F,4,4,I,24,0.07280573259263771,12.947784906342717,3.6666666666666665,3.9841656954165217
101,F,5,1,I,29,0.004193895148196331,0.025578558164187422,1.5,2.1183176019118832
102,F,5,2,I,29,0.13914596262204765,0.0022660085869914376,1.9,1.821190024489944
103,F,5,3,I,29,2.9300092548206047,0.02033819090365306,2.9,2.9278761672657523
104,F,5,4,I,29,0.6509618582737133,0.4112293158825711,3.1,4.111645892113827
105,G,1,1,N,13,0.562686171068614,0.15146855772313772,4.366666666666666,3.6403891529571903
106,G,1,2,N,13,0.9146119769950287,0.08918071119731719,4.1,4.66018574495343
107,G,1,3,N,13,0.017444144265546906,0.0008109026335632466,1.6333333333333333,2.0616167540906423
108,G,1,4,N,13,0.10197445558434984,0.08549764711053771,1.8,3.6644601329551185
109,G,1,5,N,13,0.29314001981731314,0.07174928885141682,3.933333333333333,3.3406913243529512
110,G,1,6,N,13,1.2828005436796883,0.0034227731209384264,3.7666666666666666,4.0051223620476115
111,G,1,7,N,13,0.026613663385218485,0.19449207442077815,3.2666666666666666,3.8066051840832977
112,G,2,1,N,18,0.4940378915707135,0.21350947764407371,1.6666666666666667,3.519486876856966
113,G,2,2,N,18,0.11516514764820525,0.019190878857049128,2.933333333333333,3.1899060482641075
114,G,2,3,N,18,0.09100402090094668,0.029922525308942797,1.4666666666666666,2.5513562042045197
115,G,2,4,N,18,4.014989795034932,0.3373904118175702,1.5333333333333334,2.134255194494643
116,G,3,1,N,13,92.74271611198768,0.00025153410442057503,2.533333333333333,3.2192314836703475
117,G,3,2,N,13,0.0055916250961741045,0.01166135747752382,1.2,1.4223014866770023
118,G,3,3,N,13,1.4737887896977941,0.04403160256265703,2.8,2.5710349178815584
119,G,3,4,N,13,0.17468187149467718,0.17776245355974366,1.8,2.313567947432919
120,G,3,5,N,13,0.026426618603822966,0.05152829821509501,1.5333333333333334,2.610695160444335
121,G,3,6,N,13,1.793379110466892,0.9077940303820369,3.7333333333333334,4.767763605204889
122,G,4,1,N,21,0.11719430800571687,1.8457545960070265,2.0,3.072961356159594
123,G,4,2,N,21,0.016345661703025236,0.0662974366465354,1.7666666666666666,3.236824027322553
124,G,4,3,N,21,0.5664193342132329,0.46056084165021915,2.6666666666666665,2.659818144549673
125,G,4,4,N,21,0.9730086504909079,0.0022348967003584623,2.7666666666666666,3.832658656860523
126,G,5,1,N,23,0.03826796807038593,0.025159257142761366,1.5,2.1078774088761194
127,G,5,2,N,23,0.13425114166454236,0.0719100095043465,2.6,2.6723884573218557
128,G,5,3,N,23,0.144346173358666,0.10470884163602726,1.8,1.8280142079242883
129,G,5,4,N,23,0.07397370137416079,63.67047904063972,1.7,1.7852827251360226
130,H,1,1,N,14,0.2164759232272412,0.050148702352483004,5.233333333333333,8.304266137978354
131,H,1,2,N,14,3.145390946296035,0.22126490144530195,6.3,9.15168659432688
132,H,1,3,N,14,25.53837556348132,49.417784874418146,7.4,10.7345255277897
133,H,1,4,N,14,2.0773413752012186,0.9877128944089638,6.633333333333334,8.374134306542812
134,H,3,1,N,25,0.0161981306080012,0.8803344686037499,3.9,6.17129474461638
135,H,3,2,N,25,4.951573083689073,0.14126112876229344,4.8,9.770504627018422
136,H,3,3,N,25,0.18624876340160698,0.04452099375919272,3.2666666666666666,3.8271392255295735
137,H,3,4,N,25,3.072208779180324,6.164668699176829,4.133333333333334,4.556127598514811
138,H,4,1,N,19,150.93612837346564,5.681143903821978,3.1,4.595074523523855
139,H,4,2,N,19,15.529425010701392,0.20320132525063928,4.033333333333333,8.169780258074914
140,H,4,3,N,19,2.49762028437265,0.03890630596662395,4.3,6.229172727148918
141,H,4,4,N,19,0.1225638322963872,1.26914829902332,3.4,5.599256337907034
142,H,5,1,N,21,3.5344916259356673,69.4472821615052,3.066666666666667,6.148759201164322
143,H,5,2,N,21,4.879231387702296,15.565530955040323,5.533333333333333,8.09715436055702
144,H,5,3,N,21,0.3618779227450688,0.3331519346838351,3.466666666666667,3.9655097958407257
145,H,5,4,N,21,0.1854115381730921,0.34731320620432304,3.7666666666666666,5.094959759319579
146,I,1,1,N,17,4.050761835906358,2.9449999698166263,4.966666666666667,7.427204043271035
147,I,1,2,N,17,1.6631864942775214,1.806418637483086,5.2,5.701568980240653
148,I,1,3,N,17,2.739118126795708,35.415291436644765,3.7,6.0552795851152075
149,I,1,4,N,17,1.228887738903717,0.09186534935192071,4.566666666666666,4.79344922993204
150,I,2,1,N,23,0.3981034305002539,4.250195119443741,4.6,7.406868411250626
151,I,2,2,N,23,8.538883489819746,9.09803255932669,11.366666666666667,21.66590971073943
152,I,2,3,N,23,7.841372313292451,3.7991321147206167,7.266666666666667,8.96631094533539
153,I,2,4,N,23,90.93235444972464,73.15002678493612,6.333333333333333,9.790696809002796
154,I,3,1,N,17,2.850636291355498,0.3992574129273707,19.833333333333332,14.695745791163732
155,I,3,2,N,17,4.434202625992399,2.0380957103881525,13.133333333333333,12.939784960803443
156,I,3,3,N,17,8.284070353311401,0.05068088898189843,8.7,10.649255972714338
157,I,3,4,N,17,1.4057817218823723,2.2900811766772966,3.9,5.190651809289208
158,I,4,1,N,23,28.264912909151924,1.3599242574410546,4.866666666666666,6.81505415291415
159,I,4,2,N,23,8.207708664407468,0.023772599524880166,6.9,13.328260785905844
160,I,4,3,N,23,4.242712678709919,3.9920100998319765,8.566666666666666,10.27415374841235
161,I,4,4,N,23,0.1712523429744371,0.00857283666486868,3.933333333333333,5.8055996023335545
162,I,5,1,N,19,6.702850422081501,15.988884351143911,4.633333333333334,8.33866252505634
163,I,5,2,N,19,13.027917615785974,23.97994113303863,6.933333333333334,14.54540494067948
164,I,5,3,N,19,4.250912664070925,3.4993937032116826,7.0,14.63102538760319
165,I,5,4,N,19,23.51557936898667,0.5734061917491882,5.2,10.348906004483563
