,User,Trial,Gesture Frequency,Self-Claimed Level,GRS,Respect for Tissue,Suture/Needle Handling,Time and Motion,Flow of Operation,Overall Performance,Quality of Final Product,Volume of Motion,80% Volume of Motion,Time to Completion,Economy of Motion
21,C,2,1,I,9,1,1,1,3,1,2,0.03387412708685564,0.008943044893618185,4.766666666666667,2.87576388263187
22,C,2,2,I,9,1,1,1,3,1,2,3.019764006749543,0.5961816289445584,11.866666666666667,11.866571583891805
23,C,2,3,I,9,1,1,1,3,1,2,320.05074131804224,0.04834640998073,8.2,4.776622614173181
24,C,2,4,I,9,1,1,1,3,1,2,6.613383710479152,0.5184188821477583,18.933333333333334,14.724217311317695
25,C,2,5,I,9,1,1,1,3,1,2,2.5440371736200107,0.0025621788529243757,20.566666666666666,9.541307238087152
26,C,3,1,I,7,1,1,1,2,1,1,7.834281170440457,0.3550390976824662,10.866666666666667,8.768175290497854
27,C,3,2,I,7,1,1,1,2,1,1,1.9022702274459367,0.2126977582032066,16.4,11.833903892726672
28,C,3,3,I,7,1,1,1,2,1,1,0.6745560321218855,0.027515696860299026,4.166666666666667,3.2552201375472674
29,C,3,4,I,7,1,1,1,2,1,1,0.30440997772952044,0.05562339090951526,5.233333333333333,4.538957188473246
30,C,3,5,I,7,1,1,1,2,1,1,4.64921708878935,0.6421603411206563,7.733333333333333,10.4054102985944
31,C,4,1,I,12,1,2,1,3,2,3,0.753088151623158,0.016344871347353313,8.766666666666667,6.3805850641076125
32,C,4,2,I,12,1,2,1,3,2,3,4.981841979820149,0.6850454720455439,6.866666666666666,8.812504363536661
33,C,4,3,I,12,1,2,1,3,2,3,0.21174112151353155,0.15242397053452272,9.833333333333334,6.037427727137872
34,C,4,4,I,12,1,2,1,3,2,3,0.03146985994633287,0.010423884097745363,6.8,5.849876161280337
35,C,5,1,I,12,1,2,1,3,2,3,0.9183582526160523,0.0318715976102105,7.433333333333334,4.783115663569598
36,C,5,2,I,12,1,2,1,3,2,3,0.475293576075197,0.00024208528866752493,3.5,2.4004684985674705
37,C,5,3,I,12,1,2,1,3,2,3,0.017238302613884097,0.03865719021162058,4.2,3.193468743495802
38,C,5,4,I,12,1,2,1,3,2,3,1.1496705308550914,0.4520670409878806,11.8,6.286399637995672
39,D,1,1,E,9,1,1,1,2,1,3,3.2004256637654858,12.766659413928496,10.966666666666667,5.420749980380672
40,D,1,2,E,9,1,1,1,2,1,3,1.2962429304415835,0.34969249425974985,13.566666666666666,7.730771070513061
41,D,1,3,E,9,1,1,1,2,1,3,0.8104171569010533,0.0015290143638115406,10.133333333333333,4.9486035967963815
42,D,1,4,E,9,1,1,1,2,1,3,149814.98445767173,0.04044452027762953,18.7,9.446553644607043
43,D,1,5,E,9,1,1,1,2,1,3,0.002206551996739855,0.022119393724460003,5.5,1.2478278349755283
44,D,1,6,E,9,1,1,1,2,1,3,0.006261088263493915,1.912793186096171e-05,3.7333333333333334,2.1086825233513173
45,D,2,1,E,11,1,2,1,3,2,2,0.38684657934710953,0.025400149868875593,7.866666666666666,4.2353298876753795
46,D,2,2,E,11,1,2,1,3,2,2,5.0871704003911615,1.126447263602642e-05,6.633333333333334,6.85816226740771
47,D,2,3,E,11,1,2,1,3,2,2,4.21779872297476,0.035214168321769046,16.366666666666667,6.521169885037247
48,D,2,4,E,11,1,2,1,3,2,2,0.03890625667583774,1.752460669432141,11.033333333333333,5.451673981882743
49,D,2,5,E,11,1,2,1,3,2,2,0.2412753183122652,0.0011122842926038097,8.0,4.370122459768142
50,D,3,1,E,10,1,2,1,3,2,1,3.190701908647196,3.9617710280840184,14.333333333333334,9.940288044710526
51,D,3,2,E,10,1,2,1,3,2,1,27.003738604481416,0.6873189493360836,10.3,7.1062562536222815
52,D,3,3,E,10,1,2,1,3,2,1,2.3738930697695135,0.4370633359261792,4.5,5.040895182722421
53,D,3,4,E,10,1,2,1,3,2,1,0.04568030861055235,0.6657532560572988,5.2,4.227084643350391
54,D,4,1,E,12,2,2,1,3,2,2,2.7939383770379727,1.5966427369309664,8.7,6.184406153757699
55,D,4,2,E,12,2,2,1,3,2,2,1.380189099888145,1.5685450805105305,6.9,6.358212416238922
56,D,4,3,E,12,2,2,1,3,2,2,10.99689902705783,7.452953706826955,9.833333333333334,13.225252438176447
57,D,4,4,E,12,2,2,1,3,2,2,8.30766543855395,1.01558914362815,6.9,7.561938707892354
58,D,5,1,E,13,2,2,1,3,2,3,0.4124155420210988,0.015529431442441193,3.466666666666667,3.3863407278168665
59,D,5,2,E,13,2,2,1,3,2,3,0.0002198248464490112,0.22023060774904665,7.5,6.154622482307239
60,D,5,3,E,13,2,2,1,3,2,3,2.6315267125598685,0.014686237933667093,6.5,6.370995668820604
61,D,5,4,E,13,2,2,1,3,2,3,1.1127466617118287,0.0019226392092958895,3.566666666666667,3.5123994964457848
62,E,1,1,E,13,2,2,2,3,2,2,0.09240028134150244,0.08879472915271505,4.4,3.629209692955454
63,E,1,2,E,13,2,2,2,3,2,2,0.013791889973979381,0.012203790267924687,6.266666666666667,2.1097858317880567
64,E,1,3,E,13,2,2,2,3,2,2,0.002679255433382131,1.6288122369920516e-05,9.166666666666666,1.4516327682046688
65,E,1,4,E,13,2,2,2,3,2,2,10.050690941933118,0.13348396396130996,11.9,7.598463582211963
66,E,1,5,E,13,2,2,2,3,2,2,1.8813879113973853,0.0060425593812723005,6.933333333333334,3.8928565970410243
67,E,3,1,E,13,3,2,1,3,2,2,5.735527202090547e-05,0.0001140019015052213,8.566666666666666,1.0970867844830483
68,E,3,2,E,13,3,2,1,3,2,2,3.7557314272559137,0.002576555494920502,7.0,2.1514330668481083
69,E,3,3,E,13,3,2,1,3,2,2,0.5165288029376841,0.030906820526198215,13.966666666666667,4.657201672866228
70,E,3,4,E,13,3,2,1,3,2,2,0.1574215030704194,0.07799079441459632,11.366666666666667,5.572178769992466
71,E,4,1,E,14,2,3,1,3,2,3,0.11681419744022178,0.0003858439857565473,7.066666666666666,2.2257182787662857
72,E,4,2,E,14,2,3,1,3,2,3,0.003754895018764694,0.0024184420326873496,4.966666666666667,1.4256132152646128
73,E,4,3,E,14,2,3,1,3,2,3,0.0015239430097298476,5.507915029259988e-06,5.866666666666666,2.2072856025854524
74,E,4,4,E,14,2,3,1,3,2,3,0.14297077702578428,6.786123150376751e-05,18.433333333333334,2.288584739164207
75,E,5,1,E,17,3,3,2,3,3,3,0.49924567767698225,0.00010040263342705476,7.0,1.7029160803985455
76,E,5,2,E,17,3,3,2,3,3,3,1.2598734333421709e-05,7.334534540524718e-06,9.066666666666666,1.2262093339334317
77,E,5,3,E,17,3,3,2,3,3,3,0.003207502363002677,0.0006080310504142009,5.733333333333333,0.9127707075755979
78,E,5,4,E,17,3,3,2,3,3,3,0.009650064691063609,0.0015046211314408465,11.133333333333333,2.30996065533424
79,F,1,1,I,22,3,4,3,4,4,4,9.256028290140026,0.5332043837307014,7.533333333333333,6.764606971490079
80,F,1,2,I,22,3,4,3,4,4,4,0.0009274172673513157,0.0007948082086904871,6.566666666666666,3.2804745318996074
81,F,1,3,I,22,3,4,3,4,4,4,0.4943709811554887,0.00038507944673708074,5.533333333333333,4.526074341553481
82,F,1,4,I,22,3,4,3,4,4,4,0.02501476347232911,0.0054490867503622,3.566666666666667,2.5588832297507715
83,F,3,1,I,15,1,4,3,4,2,1,3.066612689989254,0.11186141984812015,16.766666666666666,11.99497700479048
84,F,3,2,I,15,1,4,3,4,2,1,0.07515126866498605,1.4534171829773057,4.466666666666667,6.31291846075924
85,F,3,3,I,15,1,4,3,4,2,1,5.796677447517219,0.3707124247780963,7.766666666666667,9.504850700268982
86,F,3,4,I,15,1,4,3,4,2,1,0.14546815781344968,0.04195305951850666,8.9,5.472227869159127
87,F,4,1,I,24,4,4,4,4,4,4,3.3559725964826974,0.7070109904852805,5.166666666666667,8.572736863547156
88,F,4,2,I,24,4,4,4,4,4,4,0.7315433819712792,0.7875588914913474,5.466666666666667,5.3894456218386795
89,F,4,3,I,24,4,4,4,4,4,4,0.21504347893351264,1.572875734688957,4.133333333333334,3.344779129367162
90,F,4,4,I,24,4,4,4,4,4,4,0.23862049783157346,4.13718345481206,2.966666666666667,4.751516754381655
91,H,2,1,N,19,3,3,2,4,3,4,0.6156000929928103,0.0064953053459314535,7.1,4.592955535765093
92,H,2,2,N,19,3,3,2,4,3,4,5.421201946861209,0.2946713102711418,13.633333333333333,10.900479089119901
93,H,2,3,N,19,3,3,2,4,3,4,4.814024374967491,0.3256784459442558,9.3,9.455424952255774
94,H,2,4,N,19,3,3,2,4,3,4,0.9563347555939464,0.2559722243699839,10.233333333333333,6.531952071607466
95,H,4,1,N,20,3,3,3,4,3,4,0.42389596911494115,0.00015168928335453706,6.266666666666667,2.4565204180911886
96,H,4,2,N,20,3,3,3,4,3,4,49.60816452948486,23.007138504965955,88.63333333333334,72.032645509729
97,H,5,1,N,21,3,4,3,4,3,4,0.20876923000981804,0.06318588121407041,9.3,6.592776104638235
98,H,5,2,N,21,3,4,3,4,3,4,4.305781004563104,0.2302334992305573,6.666666666666667,6.382347632944519
99,H,5,3,N,21,3,4,3,4,3,4,0.7250935579803626,0.012481653008871989,12.966666666666667,7.29771068906226
100,H,5,4,N,21,3,4,3,4,3,4,11.023300736908892,0.19722629957170784,11.666666666666666,7.080611321485262
101,I,2,1,N,12,1,3,2,3,2,1,3.370122567326121,0.42722179189278714,7.633333333333334,5.767736469829841
102,I,2,2,N,12,1,3,2,3,2,1,2.8932955365093296,2.471822479420432,10.6,8.55170587778412
103,I,2,3,N,12,1,3,2,3,2,1,2.538526611737899,2.5818476106977304,12.266666666666667,11.10324904927588
104,I,2,4,N,12,1,3,2,3,2,1,0.5709673622952659,0.5246584452305939,12.8,9.624710769073264
105,I,3,1,N,14,2,2,2,3,2,3,19.586872273634015,0.5180719268310262,21.5,13.018346824195206
106,I,3,2,N,14,2,2,2,3,2,3,2.2449564805636695,0.18892671006478184,11.866666666666667,8.765504075247842
107,I,3,3,N,14,2,2,2,3,2,3,5.826029739948989,8.312090921817214,15.466666666666667,10.529691181634702
108,I,3,4,N,14,2,2,2,3,2,3,0.8945984496505838,0.009311435711704476,8.466666666666667,4.731517165044064
109,I,4,1,N,18,2,3,2,4,3,4,0.22726545980640261,0.1620756002642607,8.366666666666667,3.759271598215462
110,I,4,2,N,18,2,3,2,4,3,4,4.133815221613546,0.27469329934327047,8.7,5.180560981152347
111,I,4,3,N,18,2,3,2,4,3,4,4.235329161147201,0.09094057986341518,9.566666666666666,8.220454310889684
112,I,4,4,N,18,2,3,2,4,3,4,1.2711774208199957,0.13304522265388596,13.9,6.331832413974935
113,I,5,1,N,23,4,4,3,4,4,4,0.6751050689147213,0.4359721383636029,6.966666666666667,5.090067462455482
114,I,5,2,N,23,4,4,3,4,4,4,0.5683703727214818,0.4988770574332109,13.5,7.4031326995253375
115,I,5,3,N,23,4,4,3,4,4,4,0.2679160605404005,0.010558862430544635,12.333333333333334,3.6970386031466487
116,I,5,4,N,23,4,4,3,4,4,4,0.8543210956967786,0.03458859303843263,9.766666666666667,4.277352990027743
