,User,Trial,Gesture Frequency,Self-Claimed Level,GRS,Respect for Tissue,Suture/Needle Handling,Time and Motion,Flow of Operation,Overall Performance,Quality of Final Product,Volume of Motion,80% Volume of Motion,Time to Completion,Economy of Motion
30,C,4,1,I,12,1,2,1,3,2,3,0.14509968196488354,0.0006183503420845618,3.3333333333333335,2.2475013997249627
31,C,4,2,I,12,1,2,1,3,2,3,0.06045166619366225,0.0016998205248457724,1.7,3.6923884745691766
32,C,4,3,I,12,1,2,1,3,2,3,0.9261091083630665,0.024407857693220958,5.133333333333334,4.085975944361852
33,C,4,4,I,12,1,2,1,3,2,3,0.015398934329282615,0.003246537990866657,3.033333333333333,6.287080912667018
34,C,5,1,I,12,1,2,1,3,2,3,4.168351248243193,0.004607030725688196,2.2666666666666666,1.6268405881939685
35,C,5,2,I,12,1,2,1,3,2,3,0.08968516005920162,0.09441382550836873,1.7333333333333334,2.5718139757666587
36,C,5,3,I,12,1,2,1,3,2,3,0.20469003914663292,4.466499714165946,1.3,2.886348617372261
37,C,5,4,I,12,1,2,1,3,2,3,0.4046424661856373,0.23063562961199668,11.466666666666667,8.418371401843503
38,D,1,1,E,9,1,1,1,2,1,3,1.527658375261525,1.1285843526785155,4.766666666666667,8.417480513843595
39,D,1,2,E,9,1,1,1,2,1,3,0.003841928438110668,0.0008659050278804034,1.3333333333333333,1.4253131636506553
40,D,1,3,E,9,1,1,1,2,1,3,0.9851369696150896,0.7582185732954643,2.6666666666666665,5.606575753383704
41,D,1,4,E,9,1,1,1,2,1,3,0.25947323218629736,0.0005777071194713435,1.4666666666666666,1.5055571291939467
42,D,1,5,E,9,1,1,1,2,1,3,41.23059581827412,27.994635223019344,20.8,26.09299744756775
43,D,2,1,E,11,1,2,1,3,2,2,0.00012123830195192591,6.194616954197843e-05,1.9333333333333333,0.7854017216196435
44,D,2,2,E,11,1,2,1,3,2,2,1.1145348457773645,1.3868655572227948,2.8,5.062261092513329
45,D,2,3,E,11,1,2,1,3,2,2,1.1084981349471377,1.2445269324387207,3.6333333333333333,6.580615115613166
46,D,2,4,E,11,1,2,1,3,2,2,0.004506705910438074,0.004011963786624823,2.6,1.7274485982353684
47,D,3,1,E,10,1,2,1,3,2,1,8.921496684227831e-06,2.2701931554007176e-05,0.8666666666666667,0.3113585012134088
48,D,3,2,E,10,1,2,1,3,2,1,0.016237651114896487,0.014469521052248508,4.333333333333333,1.6374832098088772
49,D,3,3,E,10,1,2,1,3,2,1,0.5028693875517818,0.20111265034381934,2.933333333333333,2.9190509412915113
50,D,3,4,E,10,1,2,1,3,2,1,0.03266397513258919,0.18243291106852497,2.8,4.071893053031002
51,D,4,1,E,12,2,2,1,3,2,2,1.5136938124330448,1.4743030380523499,3.3333333333333335,9.97264782237949
52,D,4,2,E,12,2,2,1,3,2,2,0.00034766811825425955,0.0004661338961431239,1.6666666666666667,1.6925408739664716
53,D,4,3,E,12,2,2,1,3,2,2,0.023845535545792666,0.10166504228585484,4.8,5.6307966225380595
54,D,4,4,E,12,2,2,1,3,2,2,0.16735895191459013,0.0914962250759122,2.933333333333333,2.082702790768686
55,D,5,1,E,13,2,2,1,3,2,3,0.05165055091288182,0.03186808066678262,2.5,2.20754861828915
56,D,5,2,E,13,2,2,1,3,2,3,0.011046884769637654,0.010441640933182637,0.9333333333333333,1.3416107267086483
57,D,5,3,E,13,2,2,1,3,2,3,0.004331550941500823,0.0016361703625707618,1.4666666666666666,0.7864907976082964
58,D,5,4,E,13,2,2,1,3,2,3,0.2704104693132207,0.00020982757169729687,2.466666666666667,3.81843596999668
59,E,1,1,E,13,2,2,2,3,2,2,0.7043113192298811,0.004494539389913106,7.166666666666667,3.6765575650357882
60,E,1,2,E,13,2,2,2,3,2,2,0.2739022281370386,0.07267333730523633,3.966666666666667,3.6741433961458836
61,E,1,3,E,13,2,2,2,3,2,2,1.7050578035629333,0.0017719754586172818,4.066666666666666,2.5836771320989826
62,E,1,4,E,13,2,2,2,3,2,2,0.2144645714758569,7.008905899867677e-05,3.1666666666666665,3.6291309038949344
63,E,3,1,E,13,3,2,1,3,2,2,0.0008228064200618327,0.0002831674778716031,4.133333333333334,2.360218025365379
64,E,3,2,E,13,3,2,1,3,2,2,0.9889677448636323,0.0011202584054936942,4.1,1.9617654363195551
65,E,3,3,E,13,3,2,1,3,2,2,0.0010779264768998346,2.598846848357355e-05,3.2666666666666666,0.7183718562671344
66,E,3,4,E,13,3,2,1,3,2,2,0.0006593705745814098,0.0005718599896604634,2.4,1.4074559748663973
67,E,4,1,E,14,2,3,1,3,2,3,0.00011763995362298768,0.0001219326767811285,4.1,1.5919590509022783
68,E,4,2,E,14,2,3,1,3,2,3,0.9434906926458496,0.03042281919473471,6.066666666666666,3.5409550809128514
69,E,4,3,E,14,2,3,1,3,2,3,7.093854081717062,0.0007560951557578512,5.466666666666667,3.8548908449431534
70,E,4,4,E,14,2,3,1,3,2,3,0.0002171962697695902,0.000782277891870369,3.6,1.1602870133105605
71,E,5,1,E,17,3,3,2,3,3,3,6.012631439224623,1.031415030985238,4.666666666666667,2.86157694289333
72,E,5,2,E,17,3,3,2,3,3,3,0.0001291757911382301,0.00025687943674441885,4.866666666666666,1.0249293873978529
73,E,5,3,E,17,3,3,2,3,3,3,0.0014208821845909708,0.0005176933578541746,2.533333333333333,0.6206786506055685
74,E,5,4,E,17,3,3,2,3,3,3,0.009446669895729072,0.0007643427230387373,2.566666666666667,1.2237267410178747
75,F,1,1,I,22,3,4,3,4,4,4,0.19995108182254143,0.020385162936768533,2.566666666666667,2.3102481165015014
76,F,1,2,I,22,3,4,3,4,4,4,2.5365010086005837,0.0002695886935968857,1.7333333333333334,3.2314142344087826
77,F,1,3,I,22,3,4,3,4,4,4,1.3626352107901263,0.3520268976416984,2.1333333333333333,3.6523754007631903
78,F,3,1,I,15,1,4,3,4,2,1,0.03903830967397726,0.26466156725764706,2.1333333333333333,3.8872905452790336
79,F,3,2,I,15,1,4,3,4,2,1,0.29663337446508026,0.001868237974414274,2.533333333333333,3.2507344283120587
80,F,3,3,I,15,1,4,3,4,2,1,10.135532674747154,0.009903088286229624,1.2333333333333334,2.924560083515941
81,F,3,4,I,15,1,4,3,4,2,1,0.0015923858389236213,0.03337178570628746,1.4666666666666666,4.791318824765988
82,F,4,1,I,24,4,4,4,4,4,4,0.34876329581530113,993.6849467549636,1.8333333333333333,3.779930596946189
83,F,4,2,I,24,4,4,4,4,4,4,0.04912736937804248,32.37764070909921,3.1,9.711355449497855
84,F,4,3,I,24,4,4,4,4,4,4,0.07700859118173416,0.003952159288266781,1.6333333333333333,1.9377702373538197
85,F,4,4,I,24,4,4,4,4,4,4,0.020923713126180202,0.030751055010597,1.1666666666666667,4.409314391910805
86,H,2,1,N,19,3,3,2,4,3,4,0.06407233170958553,7.624534001857104e-06,4.766666666666667,3.8534965821303606
87,H,2,2,N,19,3,3,2,4,3,4,1.7663261186223687,0.7981564813006224,11.833333333333334,9.505329046354136
88,H,2,3,N,19,3,3,2,4,3,4,3.0737765384625577,0.016296445748091064,4.133333333333334,4.165112269764668
89,H,2,4,N,19,3,3,2,4,3,4,0.392718900677356,22.37301510043067,5.933333333333334,4.820379220002084
90,H,4,1,N,20,3,3,3,4,3,4,0.021891390124407245,0.004942838294694876,4.1,2.0132577461195216
91,H,4,2,N,20,3,3,3,4,3,4,0.010918879958404145,0.0002892463173724038,1.3666666666666667,1.6647320619950714
92,H,5,1,N,21,3,4,3,4,3,4,1.2009427120824512,0.5194464744507561,9.933333333333334,6.7132872648309
93,H,5,2,N,21,3,4,3,4,3,4,0.010739979303611886,0.0034078361326189714,3.7666666666666666,2.1421402564430894
94,H,5,3,N,21,3,4,3,4,3,4,17.759885436942003,0.0005767885441784268,3.066666666666667,3.0581374104322854
95,H,5,4,N,21,3,4,3,4,3,4,0.002136220637279788,0.0030789393119703135,3.566666666666667,0.7075061624402846
96,I,2,1,N,12,1,3,2,3,2,1,0.18608910659401307,0.0031573755828678356,4.966666666666667,1.880514422850262
97,I,2,2,N,12,1,3,2,3,2,1,11.085361068228702,0.47622181176911477,11.333333333333334,9.100555406543611
98,I,2,3,N,12,1,3,2,3,2,1,0.7198220297904485,0.2781344809620324,7.5,5.1860887982823405
99,I,2,4,N,12,1,3,2,3,2,1,0.13802795242823376,0.05718521016099921,4.533333333333333,2.701484234692701
100,I,3,1,N,14,2,2,2,3,2,3,0.3860476002784832,0.24495614828945078,13.166666666666666,7.219861206813666
101,I,3,2,N,14,2,2,2,3,2,3,0.3055624482311822,18.846571422594042,14.2,5.2635342661776745
102,I,3,3,N,14,2,2,2,3,2,3,0.006443443726132062,0.030246536798325587,5.2,2.8245359705844497
103,I,3,4,N,14,2,2,2,3,2,3,0.29595462597126243,0.3268766207783829,5.3,3.6545068577864246
104,I,4,1,N,18,2,3,2,4,3,4,0.06199673559864051,0.04178088948805247,9.1,2.0239704499084503
105,I,4,2,N,18,2,3,2,4,3,4,2.6780872745923743,4.208301834431102,9.333333333333334,7.307390780366661
106,I,4,3,N,18,2,3,2,4,3,4,2.3377801727909535,0.010355803694020407,10.066666666666666,5.558374638712746
107,I,4,4,N,18,2,3,2,4,3,4,0.12171199570027286,0.028350089979980193,4.633333333333334,3.232515143072269
108,I,5,1,N,23,4,4,3,4,4,4,3.701390321109516,8.484639110252191,7.733333333333333,3.716516676309507
109,I,5,2,N,23,4,4,3,4,4,4,2.4245536451062892,0.06681540820154226,4.633333333333334,4.0410750110515155
110,I,5,3,N,23,4,4,3,4,4,4,0.14780835034734566,0.15135031180810551,9.0,2.671890388961217
111,I,5,4,N,23,4,4,3,4,4,4,0.06000256619108949,0.0037604154492977466,8.666666666666666,2.4836268481542976
